Table KS17 Cars or Vans*
Table population: All households
Geographical level: Output Area 

,"All households","Percentage of households with cars or vans None","Percentage of households with cars or vans One","Percentage of households with cars or vans Two","Percentage of households with cars or vans Three","Percentage of households with cars or vans Four or more","Total number of cars or vans in the area"
"60QS002333",52,67.31,30.77,1.92,-,-,18
"60QS002334",36,72.22,27.78,-,-,-,10
"60QS002335",43,30.23,58.14,9.30,-,2.33,37
"60QS002336",63,46.03,44.44,7.94,1.59,-,41
"60QS002337",47,42.55,48.94,6.38,2.13,-,32
"60QS002338",70,64.29,30.00,5.71,-,-,29
"60QS002339",47,72.34,23.40,4.26,-,-,15
"60QS002340",69,44.93,46.38,8.70,-,-,44
"60QS002341",72,33.33,36.11,25.00,4.17,1.39,79
"60QS002342",52,51.92,38.46,7.69,1.92,-,31
"60QS002343",45,35.56,53.33,11.11,-,-,34
"60QS002344",50,50.00,44.00,6.00,-,-,28
"60QS002345",38,73.68,18.42,5.26,2.63,-,14
"60QS002346",74,48.65,43.24,8.11,-,-,44
"60QS002347",82,69.51,26.83,1.22,1.22,1.22,31
"60QS002348",46,76.09,21.74,2.17,-,-,12
"60QS002349",42,80.95,19.05,-,-,-,8
"60QS002350",42,26.19,64.29,7.14,-,2.38,37
"60QS002351",51,60.78,35.29,3.92,-,-,22
"60QS002352",80,52.50,37.50,8.75,1.25,-,47
"60QS002353",61,24.59,49.18,21.31,4.92,-,65
"60QS002354",55,23.64,56.36,16.36,3.64,-,55
"60QS002355",62,54.84,35.48,4.84,1.61,3.23,39
"60QS002356",66,42.42,37.88,13.64,3.03,3.03,59
"60QS002357",84,71.43,26.19,2.38,-,-,26
"60QS002358",69,36.23,49.28,13.04,1.45,-,55
"60QS002359",78,34.62,44.87,19.23,1.28,-,68
"60QS002360",53,50.94,45.28,3.77,-,-,28
"60QS002361",47,61.70,36.17,2.13,-,-,19
"60QS002362",45,57.78,35.56,6.67,-,-,22
"60QS002363",66,71.21,28.79,-,-,-,19
"60QS002364",64,78.13,18.75,3.13,-,-,16
"60QS002365",59,69.49,25.42,3.39,1.69,-,22
"60QS002366",60,86.67,13.33,-,-,-,8
"60QS002367",44,77.27,22.73,-,-,-,10
"60QS002368",62,59.68,40.32,-,-,-,25
"60QS002369",61,67.21,26.23,4.92,-,1.64,26
"60QS002370",55,65.45,30.91,3.64,-,-,21
"60QS002371",51,60.78,33.33,5.88,-,-,23
"60QS002372",66,71.21,24.24,4.55,-,-,22
"60QS002373",55,67.27,27.27,3.64,1.82,-,22
"60QS002374",48,60.42,39.58,-,-,-,19
"60QS002375",42,71.43,23.81,4.76,-,-,14
"60QS002376",43,79.07,20.93,-,-,-,9
"60QS002377",79,55.70,41.77,1.27,1.27,-,38
"60QS002378",71,69.01,23.94,5.63,1.41,-,28
"60QS002379",34,58.82,32.35,-,8.82,-,20
"60QS002380",49,61.22,36.73,2.04,-,-,20
"60QS002381",64,60.94,34.38,3.13,1.56,-,29
"60QS002382",69,46.38,47.83,4.35,-,1.45,43
"60QS002383",66,68.18,28.79,-,3.03,-,25
"60QS002384",59,49.15,47.46,3.39,-,-,32
"60QS002385",39,71.79,23.08,2.56,2.56,-,14
"60QS002386",43,67.44,25.58,4.65,2.33,-,18
"60QS002387",46,54.35,45.65,-,-,-,21
"60QS002388",44,72.73,27.27,-,-,-,12
"60QS002389",46,60.87,28.26,10.87,-,-,23
"60QS002390",56,71.43,21.43,7.14,-,-,20
"60QS002391",70,62.86,35.71,1.43,-,-,27
"60QS002392",73,72.60,27.40,-,-,-,20
"60QS002393",78,67.95,25.64,6.41,-,-,30
"60QS002394",60,56.67,38.33,5.00,-,-,29
"60QS002395",39,56.41,41.03,2.56,-,-,18
"60QS002396",41,60.98,26.83,12.20,-,-,21
"60QS002397",66,56.06,40.91,1.52,1.52,-,32
"60QS002398",52,59.62,34.62,5.77,-,-,24
"60QS002399",45,71.11,26.67,2.22,-,-,14
"60QS002400",57,71.93,24.56,3.51,-,-,18
"60QS002401",68,72.06,25.00,2.94,-,-,21
"60QS002402",62,66.13,27.42,3.23,3.23,-,27
"60QS002403",49,51.02,44.90,2.04,2.04,-,27
"60QS002404",49,65.31,32.65,2.04,-,-,18
"60QS002405",75,65.33,30.67,1.33,1.33,1.33,33
"60QS002406",74,63.51,31.08,2.70,2.70,-,33
"60QS002407",48,70.83,22.92,6.25,-,-,17
"60QS002408",41,65.85,29.27,2.44,2.44,-,17
"60QS002409",63,31.75,46.03,20.63,1.59,-,58
"60QS002410",39,64.10,28.21,5.13,2.56,-,18
"60QS002411",43,39.53,46.51,13.95,-,-,32
"60QS002412",73,38.36,54.79,4.11,1.37,1.37,53
"60QS002413",61,34.43,49.18,16.39,-,-,50
"60QS002414",63,20.63,53.97,25.40,-,-,66
"60QS002415",48,62.50,29.17,8.33,-,-,22
"60QS002416",44,63.64,34.09,2.27,-,-,17
"60QS002417",37,37.84,54.05,8.11,-,-,26
"60QS002418",68,63.24,29.41,5.88,-,1.47,32
"60QS002419",73,39.73,50.68,9.59,-,-,51
"60QS002420",58,62.07,32.76,5.17,-,-,25
"60QS002421",54,64.81,33.33,1.85,-,-,20
"60QS002422",45,44.44,44.44,8.89,2.22,-,31
"60QS002423",47,51.06,44.68,4.26,-,-,25
"60QS002424",40,45.00,50.00,5.00,-,-,24
"60QS002425",58,53.45,37.93,6.90,1.72,-,33
"60QS002426",47,53.19,44.68,2.13,-,-,23
"60QS002427",41,39.02,48.78,12.20,-,-,30
"60QS002428",61,22.95,60.66,16.39,-,-,57
"60QS002429",41,24.39,60.98,14.63,-,-,37
"60QS002430",54,44.44,48.15,7.41,-,-,34
"60QS002431",86,40.70,53.49,5.81,-,-,56
"60QS002432",71,29.58,60.56,9.86,-,-,57
"60QS002433",39,25.64,64.10,10.26,-,-,33
"60QS002434",41,73.17,19.51,7.32,-,-,14
"60QS002435",67,55.22,38.81,4.48,1.49,-,35
"60QS002436",40,65.00,32.50,2.50,-,-,15
"60QS002437",45,60.00,35.56,4.44,-,-,20
"60QS002438",46,34.78,50.00,15.22,-,-,37
"60QS002439",33,30.30,66.67,3.03,-,-,24
"60QS002440",52,36.54,51.92,11.54,-,-,39
"60QS002441",64,53.13,34.38,12.50,-,-,38
"60QS002442",49,32.65,63.27,2.04,2.04,-,36
"60QS002443",56,46.43,48.21,5.36,-,-,33
"60QS002444",48,93.75,6.25,-,-,-,3
"60QS002445",73,27.40,54.79,17.81,-,-,66
"60QS002446",63,20.63,60.32,15.87,1.59,1.59,65
"60QS002447",68,39.71,54.41,5.88,-,-,45
"60QS002448",63,42.86,47.62,4.76,4.76,-,45
"60QS002449",61,39.34,42.62,18.03,-,-,48
"60QS002450",46,41.30,50.00,6.52,-,2.17,33
"60QS002451",68,41.18,55.88,2.94,-,-,42
"60QS002452",49,44.90,40.82,12.24,-,2.04,36
"60QS002453",38,39.47,55.26,5.26,-,-,25
"60QS002454",44,36.36,59.09,4.55,-,-,30
"60QS002455",47,44.68,55.32,-,-,-,26
"60QS002456",66,39.39,54.55,6.06,-,-,44
"60QS002457",70,32.86,57.14,10.00,-,-,54
"60QS002458",62,51.61,37.10,11.29,-,-,37
"60QS002459",68,32.35,47.06,16.18,2.94,1.47,64
"60QS002460",68,50.00,45.59,4.41,-,-,37
"60QS002461",67,23.88,65.67,10.45,-,-,58
"60QS002462",43,69.77,18.60,9.30,2.33,-,19
"60QS002463",57,40.35,47.37,10.53,-,1.75,44
"60QS002464",21,19.05,57.14,23.81,-,-,22
"60QS002465",29,20.69,41.38,37.93,-,-,34
"60QS002466",75,58.67,36.00,4.00,-,1.33,37
"60QS002467",64,56.25,35.94,6.25,-,1.56,35
"60QS002468",53,45.28,45.28,9.43,-,-,34
"60QS002469",42,71.43,28.57,-,-,-,12
"60QS002470",69,59.42,36.23,2.90,1.45,-,32
"60QS002471",49,63.27,32.65,4.08,-,-,20
"60QS002472",73,82.19,17.81,-,-,-,13
"60QS002473",54,70.37,29.63,-,-,-,16
"60QS002474",41,56.10,43.90,-,-,-,18
"60QS002475",52,63.46,28.85,7.69,-,-,23
"60QS002476",40,65.00,27.50,7.50,-,-,17
"60QS002477",52,50.00,32.69,17.31,-,-,35
"60QS002478",51,41.18,43.14,13.73,1.96,-,39
"60QS002479",47,70.21,23.40,6.38,-,-,17
"60QS002480",48,50.00,39.58,8.33,2.08,-,30
"60QS002481",77,63.64,25.97,10.39,-,-,36
"60QS002482",64,40.63,50.00,9.38,-,-,44
"60QS002483",61,50.82,36.07,11.48,1.64,-,39
"60QS002484",58,56.90,36.21,3.45,3.45,-,31
"60QS002485",40,67.50,32.50,-,-,-,13
"60QS002486",48,58.33,29.17,10.42,-,2.08,29
"60QS002487",80,76.25,20.00,3.75,-,-,22
"60QS002488",53,60.38,33.96,5.66,-,-,24
"60QS002489",79,75.95,21.52,2.53,-,-,21
"60QS002490",49,65.31,28.57,6.12,-,-,20
"60QS002491",75,72.00,25.33,2.67,-,-,23
"60QS002492",64,54.69,40.63,4.69,-,-,32
"60QS002493",69,75.36,21.74,2.90,-,-,19
"60QS002494",61,72.13,24.59,3.28,-,-,19
"60QS002495",62,83.87,14.52,1.61,-,-,11
"60QS002496",60,76.67,21.67,-,1.67,-,16
"60QS002497",54,66.67,22.22,11.11,-,-,24
"60QS002498",29,65.52,31.03,3.45,-,-,11
"60QS002499",58,82.76,12.07,3.45,1.72,-,14
"60QS002500",55,74.55,25.45,-,-,-,14
"60QS002501",46,67.39,28.26,2.17,-,2.17,19
"60QS002502",69,75.36,24.64,-,-,-,17
"60QS002503",47,72.34,25.53,2.13,-,-,14
"60QS002504",46,78.26,21.74,-,-,-,10
"60QS002505",46,86.96,13.04,-,-,-,6
"60QS002506",54,72.22,25.93,1.85,-,-,16
"60QS002507",33,78.79,18.18,3.03,-,-,8
"60QS002508",61,44.26,49.18,6.56,-,-,38
"60QS002509",47,31.91,57.45,10.64,-,-,37
"60QS002510",45,26.67,48.89,13.33,8.89,2.22,50
"60QS002511",45,44.44,46.67,8.89,-,-,29
"60QS002512",28,7.14,32.14,46.43,14.29,-,47
"60QS002513",29,24.14,37.93,34.48,3.45,-,34
"60QS002514",77,15.58,54.55,19.48,9.09,1.30,98
"60QS002515",70,41.43,47.14,11.43,-,-,49
"60QS002516",72,48.61,38.89,12.50,-,-,46
"60QS002517",79,54.43,43.04,2.53,-,-,38
"60QS002518",65,69.23,30.77,-,-,-,20
"60QS002519",79,65.82,32.91,1.27,-,-,28
"60QS002520",72,41.67,45.83,8.33,2.78,1.39,55
"60QS002521",78,51.28,43.59,5.13,-,-,42
"60QS002522",67,65.67,26.87,7.46,-,-,28
"60QS002523",68,39.71,48.53,8.82,2.94,-,51
"60QS002524",44,52.27,38.64,6.82,2.27,-,26
"60QS002525",54,59.26,37.04,3.70,-,-,24
"60QS002526",72,56.94,36.11,6.94,-,-,36
"60QS002527",47,36.17,44.68,17.02,-,2.13,41
"60QS002528",69,79.71,20.29,-,-,-,14
"60QS002529",83,83.13,16.87,-,-,-,14
"60QS002530",68,92.65,2.94,4.41,-,-,8
"60QS002531",62,77.42,22.58,-,-,-,14
"60QS002532",42,85.71,14.29,-,-,-,6
"60QS002533",36,72.22,27.78,-,-,-,10
"60QS002534",74,67.57,31.08,1.35,-,-,25
"60QS002535",48,68.75,31.25,-,-,-,15
"60QS002536",71,78.87,19.72,1.41,-,-,16
"60QS002537",33,69.70,27.27,3.03,-,-,11
"60QS002538",54,83.33,14.81,1.85,-,-,10
"60QS002539",45,80.00,20.00,-,-,-,9
"60QS002540",65,53.85,40.00,3.08,1.54,1.54,37
"60QS002541",55,83.64,14.55,1.82,-,-,10
"60QS002542",32,81.25,15.63,-,-,3.13,15
"60QS002543",66,83.33,13.64,1.52,1.52,-,14
"60QS002544",50,82.00,18.00,-,-,-,9
"60QS002545",57,14.04,52.63,28.07,3.51,1.75,72
"60QS002546",78,37.18,46.15,14.10,1.28,1.28,66
"60QS002547",38,31.58,50.00,15.79,2.63,-,34
"60QS002548",40,67.50,22.50,10.00,-,-,17
"60QS002549",68,60.29,38.24,1.47,-,-,28
"60QS002550",53,60.38,30.19,9.43,-,-,26
"60QS002551",45,51.11,28.89,17.78,-,2.22,33
"60QS002552",39,53.85,38.46,5.13,-,2.56,23
"60QS002553",78,34.62,43.59,12.82,7.69,1.28,76
"60QS002554",69,56.52,34.78,8.70,-,-,36
"60QS002555",60,48.33,48.33,3.33,-,-,33
"60QS002556",25,28.00,68.00,4.00,-,-,19
"60QS002557",20,10.00,35.00,40.00,10.00,5.00,33
"60QS002558",47,55.32,34.04,10.64,-,-,26
"60QS002559",59,64.41,28.81,5.08,1.69,-,26
"60QS002560",56,85.71,14.29,-,-,-,8
"60QS002561",77,53.25,42.86,3.90,-,-,39
"60QS002562",44,31.82,56.82,9.09,2.27,-,36
"60QS002563",38,52.63,42.11,5.26,-,-,20
"60QS002564",63,52.38,38.10,4.76,1.59,3.17,41
"60QS002565",59,10.17,55.93,27.12,3.39,3.39,86
"60QS002566",67,11.94,55.22,29.85,1.49,1.49,84
"60QS002567",39,7.69,61.54,30.77,-,-,48
"60QS002568",56,28.57,51.79,19.64,-,-,51
"60QS002569",49,34.69,34.69,26.53,2.04,2.04,50
"60QS002570",49,59.18,32.65,6.12,2.04,-,25
"60QS002571",51,60.78,33.33,5.88,-,-,23
"60QS002572",41,60.98,34.15,2.44,-,2.44,20
"60QS002573",72,50.00,44.44,4.17,1.39,-,41
"60QS002574",45,48.89,33.33,13.33,2.22,2.22,36
"60QS002575",53,13.21,39.62,32.08,11.32,3.77,81
"60QS002576",54,29.63,46.30,22.22,-,1.85,53
"60QS002577",46,36.96,43.48,19.57,-,-,38
"60QS002578",63,19.05,42.86,33.33,3.17,1.59,79
"60QS002579",40,7.50,75.00,17.50,-,-,44
"60QS002580",63,7.94,36.51,44.44,6.35,4.76,109
"60QS002581",46,8.70,28.26,52.17,8.70,2.17,77
"60QS002582",50,20.00,46.00,28.00,4.00,2.00,62
"60QS002583",50,26.00,46.00,22.00,4.00,2.00,57
"60QS002584",50,18.00,50.00,24.00,8.00,-,61
"60QS002585",51,9.80,64.71,25.49,-,-,59
"60QS002586",44,9.09,31.82,54.55,-,4.55,70
"60QS002587",59,22.03,49.15,25.42,3.39,-,65
"60QS002588",44,18.18,59.09,20.45,2.27,-,47
"60QS002589",49,10.20,61.22,26.53,2.04,-,59
"60QS002590",53,3.77,56.60,37.74,-,1.89,74
"60QS002591",44,40.91,52.27,4.55,2.27,-,30
"60QS002592",44,15.91,50.00,25.00,4.55,4.55,58
"60QS002593",52,55.77,34.62,9.62,-,-,28
"60QS002594",62,54.84,41.94,3.23,-,-,30
"60QS002595",41,43.90,46.34,9.76,-,-,27
"60QS002596",66,51.52,42.42,4.55,-,1.52,38
"60QS002597",45,60.00,37.78,2.22,-,-,19
"60QS002598",37,54.05,40.54,5.41,-,-,19
"60QS002599",52,59.62,36.54,3.85,-,-,23
"60QS002600",57,43.86,47.37,8.77,-,-,37
"60QS002601",39,48.72,28.21,17.95,2.56,2.56,38
"60QS002602",52,40.38,34.62,23.08,1.92,-,45
"60QS002603",56,50.00,41.07,8.93,-,-,33
"60QS002604",46,52.17,36.96,10.87,-,-,27
"60QS002605",53,1.89,30.19,50.94,11.32,5.66,100
"60QS002606",48,6.25,22.92,50.00,16.67,4.17,91
"60QS002607",55,5.45,30.91,49.09,10.91,3.64,97
"60QS002608",58,3.45,39.66,44.83,10.34,1.72,97
"60QS002609",38,-,18.42,55.26,21.05,5.26,82
"60QS002610",37,-,10.81,59.46,18.92,10.81,86
"60QS002611",51,9.80,39.22,45.10,3.92,1.96,76
"60QS002612",46,15.22,50.00,23.91,10.87,-,60
"60QS002613",52,25.00,40.38,28.85,5.77,-,60
"60QS002614",77,11.69,58.44,24.68,3.90,1.30,96
"60QS002615",75,9.33,44.00,42.67,2.67,1.33,107
"60QS002616",66,3.03,39.39,46.97,9.09,1.52,110
"60QS002617",45,8.89,44.44,42.22,4.44,-,64
"60QS002618",62,-,33.87,54.84,8.06,3.23,112
"60QS002619",29,-,44.83,41.38,13.79,-,49
"60QS002620",42,7.14,38.10,50.00,2.38,2.38,65
"60QS002621",34,17.65,35.29,41.18,5.88,-,46
"60QS002622",54,40.74,35.19,20.37,3.70,-,47
"60QS002623",41,31.71,51.22,17.07,-,-,35
"60QS002624",56,10.71,60.71,25.00,3.57,-,68
"60QS002625",74,45.95,48.65,5.41,-,-,44
"60QS002626",45,17.78,57.78,20.00,2.22,2.22,51
"60QS002627",36,47.22,47.22,5.56,-,-,21
"60QS002628",60,48.33,45.00,6.67,-,-,35
"60QS002629",56,33.93,48.21,16.07,1.79,-,48
"60QS002630",76,13.16,60.53,23.68,1.32,1.32,89
"60QS002631",57,12.28,63.16,17.54,5.26,1.75,69
"60QS002632",52,11.54,53.85,26.92,5.77,1.92,69
"60QS002633",49,8.16,63.27,24.49,4.08,-,61
"60QS002634",61,14.75,59.02,22.95,3.28,-,70
"60QS002635",48,22.92,50.00,14.58,10.42,2.08,57
"60QS002636",47,31.91,44.68,17.02,4.26,2.13,47
"60QS002637",42,52.38,40.48,7.14,-,-,23
"60QS002638",73,34.25,43.84,21.92,-,-,64
"60QS002639",68,10.29,48.53,35.29,5.88,-,93
"60QS002640",51,56.86,35.29,5.88,1.96,-,27
"60QS002641",54,22.22,61.11,14.81,1.85,-,52
"60QS002642",52,34.62,42.31,21.15,1.92,-,47
"60QS002643",53,15.09,54.72,24.53,3.77,1.89,65
"60QS002644",56,12.50,75.00,10.71,1.79,-,57
"60QS002645",73,10.96,68.49,20.55,-,-,80
"60QS002646",47,42.55,55.32,2.13,-,-,28
"60QS002647",45,33.33,60.00,6.67,-,-,33
"60QS002648",46,58.70,39.13,2.17,-,-,20
"60QS002649",79,55.70,39.24,5.06,-,-,39
"60QS002650",63,73.02,25.40,1.59,-,-,18
"60QS002651",54,70.37,27.78,1.85,-,-,17
"60QS002652",57,54.39,40.35,5.26,-,-,29
"60QS002653",40,62.50,37.50,-,-,-,15
"60QS002654",79,70.89,27.85,1.27,-,-,24
"60QS002655",71,54.93,39.44,5.63,-,-,36
"60QS002656",48,62.50,31.25,4.17,-,2.08,23
"60QS002657",41,24.39,68.29,7.32,-,-,34
"60QS002658",45,40.00,55.56,4.44,-,-,29
"60QS002659",62,54.84,37.10,8.06,-,-,33
"60QS002660",49,81.63,16.33,2.04,-,-,10
"60QS002661",46,73.91,26.09,-,-,-,12
"60QS002662",41,48.78,43.90,7.32,-,-,24
"60QS002663",72,62.50,34.72,2.78,-,-,29
"60QS002664",34,55.88,41.18,2.94,-,-,16
"60QS002665",55,65.45,27.27,7.27,-,-,23
"60QS002666",51,66.67,29.41,3.92,-,-,19
"60QS002667",76,67.11,26.32,6.58,-,-,30
"60QS002668",97,52.58,41.24,5.15,-,1.03,54
"60QS002669",44,50.00,38.64,9.09,2.27,-,28
"60QS002670",41,19.51,48.78,26.83,2.44,2.44,49
"60QS002671",78,33.33,51.28,12.82,2.56,-,66
"60QS002672",65,16.92,53.85,21.54,4.62,3.08,82
"60QS002673",48,10.42,56.25,33.33,-,-,59
"60QS002674",69,27.54,50.72,18.84,1.45,1.45,68
"60QS002675",68,16.18,52.94,26.47,4.41,-,81
"60QS002676",79,31.65,54.43,11.39,1.27,1.27,68
"60QS002677",57,33.33,42.11,17.54,5.26,1.75,57
"60QS002678",58,39.66,53.45,5.17,1.72,-,40
"60QS002679",53,45.28,47.17,5.66,1.89,-,34
"60QS002680",41,56.10,31.71,12.20,-,-,23
"60QS002681",45,44.44,35.56,13.33,6.67,-,37
"60QS002682",50,30.00,62.00,6.00,2.00,-,40
"60QS002683",46,34.78,63.04,2.17,-,-,31
"60QS002684",48,6.25,56.25,29.17,6.25,2.08,68
"60QS002685",47,14.89,55.32,29.79,-,-,54
"60QS002686",48,14.58,50.00,33.33,2.08,-,59
"60QS002687",23,21.74,56.52,21.74,-,-,23
"60QS002688",32,15.63,56.25,25.00,-,3.13,38
"60QS002689",44,11.36,52.27,31.82,4.55,-,57
"60QS002690",44,22.73,47.73,25.00,4.55,-,49
"60QS002691",79,10.13,64.56,22.78,1.27,1.27,94
"60QS002692",69,10.14,52.17,33.33,4.35,-,91
"60QS002693",50,18.00,46.00,34.00,2.00,-,60
"60QS002694",41,39.02,39.02,21.95,-,-,34
"60QS002695",52,34.62,40.38,21.15,3.85,-,49
"60QS002696",57,17.54,57.89,21.05,3.51,-,63
"60QS002697",40,10.00,67.50,17.50,2.50,2.50,48
"60QS002698",39,2.56,71.79,23.08,2.56,-,49
"60QS002699",60,31.67,56.67,8.33,3.33,-,50
"60QS002700",43,46.51,32.56,18.60,-,2.33,34
"60QS002701",52,32.69,53.85,13.46,-,-,42
"60QS002702",64,45.31,42.19,10.94,-,1.56,45
"60QS002703",44,50.00,43.18,6.82,-,-,25
"60QS002704",42,42.86,50.00,7.14,-,-,27
"60QS002705",68,39.71,50.00,10.29,-,-,48
"60QS002706",40,42.50,50.00,7.50,-,-,26
"60QS002707",32,34.38,53.13,9.38,3.13,-,26
"60QS002708",52,11.54,51.92,30.77,5.77,-,68
"60QS002709",42,50.00,38.10,9.52,2.38,-,27
"60QS002710",62,62.90,32.26,4.84,-,-,26
"60QS002711",45,42.22,42.22,15.56,-,-,33
"60QS002712",56,41.07,51.79,7.14,-,-,37
"60QS002713",32,50.00,40.63,9.38,-,-,19
"60QS002714",49,12.24,57.14,28.57,2.04,-,59
"60QS002715",40,15.00,45.00,30.00,5.00,5.00,58
"60QS002716",40,-,65.00,30.00,5.00,-,56
"60QS002717",65,13.85,61.54,16.92,7.69,-,77
"60QS002718",37,16.22,54.05,27.03,2.70,-,43
"60QS002719",43,18.60,48.84,27.91,4.65,-,51
"60QS002720",30,20.00,50.00,20.00,6.67,3.33,38
"60QS002721",76,13.16,55.26,23.68,6.58,1.32,97
"60QS002722",69,10.14,65.22,18.84,5.80,-,83
"60QS002723",50,14.00,60.00,24.00,2.00,-,57
"60QS002724",62,16.13,45.16,32.26,3.23,3.23,83
"60QS002725",52,11.54,36.54,42.31,9.62,-,78
"60QS002726",34,17.65,64.71,17.65,-,-,34
"60QS002727",47,38.30,27.66,27.66,6.38,-,48
"60QS002728",51,17.65,39.22,35.29,5.88,1.96,69
"60QS002729",42,28.57,33.33,33.33,4.76,-,48
"60QS002730",79,44.30,49.37,6.33,-,-,49
"60QS002731",57,21.05,50.88,21.05,7.02,-,65
"60QS002732",54,33.33,51.85,14.81,-,-,44
"60QS002733",79,18.99,53.16,22.78,5.06,-,90
"60QS002734",62,30.65,45.16,19.35,3.23,1.61,62
"60QS002735",50,6.00,50.00,38.00,6.00,-,72
"60QS002736",41,21.95,39.02,36.59,2.44,-,49
"60QS002737",22,-,77.27,18.18,4.55,-,28
"60QS002738",21,19.05,47.62,33.33,-,-,24
"60QS002739",45,15.56,42.22,35.56,6.67,-,60
"60QS002740",52,15.38,55.77,23.08,5.77,-,62
"60QS002741",42,21.43,47.62,28.57,2.38,-,47
"60QS002742",23,13.04,73.91,8.70,4.35,-,24
"60QS002743",42,14.29,59.52,23.81,2.38,-,48
"60QS002744",60,20.00,53.33,20.00,5.00,1.67,69
"60QS002745",50,30.00,52.00,16.00,2.00,-,45
"60QS002746",39,33.33,51.28,15.38,-,-,32
"60QS002747",51,45.10,41.18,11.76,1.96,-,36
"60QS002748",62,32.26,43.55,22.58,1.61,-,58
"60QS002749",38,26.32,55.26,15.79,2.63,-,36
"60QS002750",45,44.44,40.00,11.11,-,4.44,36
"60QS002751",59,33.90,52.54,13.56,-,-,47
"60QS002752",44,25.00,56.82,18.18,-,-,41
"60QS002753",48,52.08,39.58,4.17,4.17,-,29
"60QS002754",43,25.58,53.49,20.93,-,-,41
"60QS002755",50,44.00,44.00,12.00,-,-,34
"60QS002756",51,31.37,54.90,13.73,-,-,42
"60QS002757",44,36.36,59.09,2.27,2.27,-,31
"60QS002758",59,23.73,61.02,15.25,-,-,54
"60QS002759",39,33.33,61.54,5.13,-,-,28
"60QS002760",36,38.89,58.33,2.78,-,-,23
"60QS002761",42,33.33,57.14,9.52,-,-,32
"60QS002762",49,40.82,42.86,14.29,2.04,-,38
"60QS002763",30,33.33,60.00,3.33,3.33,-,23
"60QS002764",59,37.29,40.68,18.64,1.69,1.69,54
"60QS002765",69,30.43,52.17,17.39,-,-,60
"60QS002766",44,25.00,54.55,20.45,-,-,42
"60QS002767",51,25.49,58.82,15.69,-,-,46
"60QS002768",46,43.48,43.48,13.04,-,-,32
"60QS002769",48,31.25,50.00,14.58,4.17,-,44
"60QS002770",55,27.27,52.73,20.00,-,-,51
"60QS002771",40,25.00,67.50,5.00,2.50,-,34
"60QS002772",51,17.65,41.18,39.22,-,1.96,65
"60QS002773",43,34.88,62.79,2.33,-,-,29
"60QS002774",54,12.96,42.59,33.33,5.56,5.56,82
"60QS002775",39,41.03,43.59,12.82,2.56,-,30
"60QS002776",60,38.33,48.33,13.33,-,-,45
"60QS002777",48,29.17,58.33,12.50,-,-,40
"60QS002778",39,20.51,58.97,20.51,-,-,39
"60QS002779",62,32.26,56.45,9.68,1.61,-,50
"60QS002780",40,27.50,65.00,7.50,-,-,32
"60QS002781",56,26.79,55.36,17.86,-,-,51
"60QS002782",73,39.73,50.68,8.22,1.37,-,52
"60QS002783",65,40.00,50.77,9.23,-,-,45
"60QS002784",66,34.85,48.48,13.64,3.03,-,56
"60QS002785",63,26.98,53.97,19.05,-,-,58
"60QS002786",45,35.56,53.33,11.11,-,-,34
"60QS002787",44,34.09,43.18,20.45,2.27,-,40
"60QS002788",54,42.59,50.00,7.41,-,-,35
"60QS002789",72,54.17,38.89,6.94,-,-,38
"60QS002790",43,72.09,27.91,-,-,-,12
"60QS002791",56,60.71,35.71,3.57,-,-,24
"60QS002792",64,70.31,23.44,6.25,-,-,23
"60QS002793",60,83.33,13.33,3.33,-,-,12
"60QS002794",70,80.00,18.57,1.43,-,-,15
"60QS002795",52,69.23,23.08,5.77,1.92,-,21
"60QS002796",79,64.56,34.18,1.27,-,-,29
"60QS002797",63,80.95,19.05,-,-,-,12
"60QS002798",64,71.88,20.31,6.25,1.56,-,24
"60QS002799",55,72.73,21.82,5.45,-,-,18
"60QS002800",40,90.00,7.50,-,2.50,-,6
"60QS002801",64,70.31,20.31,7.81,1.56,-,26
"60QS002802",50,78.00,20.00,2.00,-,-,12
"60QS002803",46,86.96,13.04,-,-,-,6
"60QS002804",76,84.21,14.47,1.32,-,-,13
"60QS002805",48,62.50,35.42,-,-,2.08,21
"60QS002806",47,72.34,27.66,-,-,-,13
"60QS002807",47,68.09,29.79,2.13,-,-,16
"60QS002808",65,76.92,21.54,1.54,-,-,16
"60QS002809",44,79.55,18.18,-,2.27,-,11
"60QS002810",22,50.00,45.45,4.55,-,-,12
"60QS002811",28,57.14,39.29,3.57,-,-,13
"60QS002812",71,73.24,23.94,2.82,-,-,21
"60QS002813",44,77.27,15.91,6.82,-,-,13
"60QS002814",24,75.00,20.83,4.17,-,-,7
"60QS002815",21,57.14,42.86,-,-,-,9
"60QS002816",53,79.25,18.87,1.89,-,-,12
"60QS002817",60,81.67,13.33,3.33,1.67,-,15
"60QS002818",56,71.43,23.21,3.57,1.79,-,20
"60QS002819",59,64.41,27.12,6.78,1.69,-,27
"60QS002820",48,75.00,22.92,-,2.08,-,14
"60QS002821",62,27.42,54.84,17.74,-,-,56
"60QS002822",22,77.27,13.64,9.09,-,-,7
"60QS002823",60,78.33,21.67,-,-,-,13
"60QS002824",71,63.38,33.80,2.82,-,-,28
"60QS002825",67,79.10,19.40,1.49,-,-,15
"60QS002826",64,76.56,20.31,3.13,-,-,17
"60QS002827",63,73.02,23.81,3.17,-,-,19
"60QS002828",72,79.17,20.83,-,-,-,15
